Rank	Dataset	original cut-off	original confidence	original min alignment length	Dataset with max. confidence	cut-off	confidence	min alignment length	sequence number	group number	fasta filename	classification filename
family	Pucciniales	0.967	0.6793	400	Pucciniales	0.967	0.6793	400	3253	21	unite2024ITS.unique.family.fasta	unite2024ITS.unique.family.classification
family	Capnodiales	0.892	0.9253	400	Capnodiales	0.892	0.9253	400	455	11	unite2024ITS.unique.family.fasta	unite2024ITS.unique.family.classification
family	Rhizophydiales	0.956	0.5462	400	Rhizophydiales	0.956	0.5462	400	1472	18	unite2024ITS.unique.family.fasta	unite2024ITS.unique.family.classification
family	All	0.938	0.4603	400	All	0.938	0.4603	400	20000	751	unite2024ITS.unique.family.fasta	unite2024ITS.unique.family.classification
order	Agaricomycetes	0.956	0.2323	400	All	0.941	0.4008	400	18153	24	unite2024ITS.unique.order.fasta	unite2024ITS.unique.order.classification
order	Leotiomycetes	0.937	0.4123	400	Leotiomycetes	0.937	0.4123	400	5242	11	unite2024ITS.unique.order.fasta	unite2024ITS.unique.order.classification
order	Eurotiomycetes	0.942	0.4105	400	Eurotiomycetes	0.942	0.4105	400	6308	11	unite2024ITS.unique.order.fasta	unite2024ITS.unique.order.classification
order	Sordariomycetes	0.954	0.4837	400	Sordariomycetes	0.954	0.4837	400	17564	47	unite2024ITS.unique.order.fasta	unite2024ITS.unique.order.classification
order	Lecanoromycetes	0.926	0.3256	400	All	0.941	0.4008	400	10312	23	unite2024ITS.unique.order.fasta	unite2024ITS.unique.order.classification
order	Dothideomycetes	0.953	0.4728	400	Dothideomycetes	0.953	0.4728	400	13338	44	unite2024ITS.unique.order.fasta	unite2024ITS.unique.order.classification
order	All	0.941	0.4008	400	All	0.941	0.4008	400	20000	273	unite2024ITS.unique.order.fasta	unite2024ITS.unique.order.classification
class	Basidiomycota	0.942	0.5044	400	Basidiomycota	0.942	0.5044	400	11597	22	unite2024ITS.unique.class.fasta	unite2024ITS.unique.class.classification
class	Ascomycota	0.933	0.2714	400	All	0.934	0.3651	400	12757	24	unite2024ITS.unique.class.fasta	unite2024ITS.unique.class.classification
class	Chytridiomycota	0.789	0.3559	400	All	0.934	0.3651	400	4596	11	unite2024ITS.unique.class.fasta	unite2024ITS.unique.class.classification
class	All	0.934	0.3651	400	All	0.934	0.3651	400	20000	84	unite2024ITS.unique.class.fasta	unite2024ITS.unique.class.classification
