Rank	Dataset	cut-off	confidence	sequence number	group number	min alignment length	max proportion	fasta filename	classification filename
genus	Ophiocordycipitaceae	0.981	0.7122	2331	15	50	0.3393	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Debaryomycetaceae	0.996	0.5685	2412	13	50	0.3047	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Massarinaceae	0.939	0.5477	490	11	50	0.4796	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Botryosphaeriaceae	0.99	0.8006	5394	27	50	0.1854	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Phanerochaetaceae	0.984	0.6643	1861	22	50	0.3901	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Hygrophoraceae	0.924	0.7438	4015	28	50	0.2491	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Verrucariaceae	0.961	0.4366	1175	32	50	0.3115	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Xylariaceae	0.965	0.511	2888	56	50	0.3463	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Peltigeraceae	0.7	0.7338	2338	15	50	0.4277	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Gomphaceae	0.7	0.5788	1541	10	50	0.6489	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Omphalotaceae	0.975	0.6076	2533	16	50	0.3948	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Dacrymycetaceae	0.873	0.5905	245	11	50	0.5306	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Cladoniaceae	0.944	0.9292	1739	15	50	0.575	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Chaetomiaceae	0.986	0.5874	3400	48	50	0.2941	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Phacidiaceae	0.992	0.604	183	13	50	0.3224	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Lecideaceae	0.883	0.696	541	16	50	0.7006	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Phallaceae	0.883	0.8852	684	12	50	0.5789	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Saccharomycetales_fam_Incertae_sedis	0.782	0.7931	1695	20	50	0.59	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Parmeliaceae	0.988	0.4307	5151	96	50	0.1419	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Phaeosphaeriaceae	0.972	0.506	2637	79	50	0.2131	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Hydnodontaceae	0.888	0.8137	1597	12	50	0.6262	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Chaetosphaeriaceae	0.969	0.5876	1601	60	50	0.3891	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Orbiliaceae	0.856	0.4975	1636	21	50	0.4285	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Polyporaceae	0.99	0.3138	4950	90	50	0.202	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Stachybotryaceae	0.983	0.5107	1100	34	50	0.2409	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Tricholomataceae	0.961	0.6374	1698	13	50	0.5889	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Agaricaceae	0.982	0.4177	5432	43	50	0.1841	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Onygenaceae	0.911	0.5708	1034	32	50	0.2273	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Pezizomycotina_fam_Incertae_sedis	0.926	0.8591	552	113	50	0.1739	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Sclerotiniaceae	0.976	0.4229	1806	37	50	0.3704	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Hymenochaetales_fam_Incertae_sedis	0.943	0.8832	469	14	50	0.4755	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Caliciaceae	0.944	0.4757	520	25	50	0.3423	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Physalacriaceae	0.963	0.828	2066	27	50	0.4405	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Cucurbitariaceae	0.7	0.6817	583	12	50	0.7479	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Atheliaceae	0.963	0.6432	3245	10	50	0.3082	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Clavariaceae	0.886	0.6683	3014	10	50	0.3318	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Marasmiaceae	0.964	0.7426	1502	11	50	0.6658	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Hypocreales_fam_Incertae_sedis	0.95	0.6949	156	18	50	0.1538	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Auriculariaceae	0.964	0.7317	1289	13	50	0.7277	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Melanommataceae	0.984	0.6977	669	26	50	0.3348	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Strophariaceae	0.969	0.6709	1685	13	50	0.4392	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Lachnaceae	0.984	0.5219	711	19	50	0.4698	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Cryphonectriaceae	0.988	0.7737	387	27	50	0.3798	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Helotiaceae	0.969	0.5875	1427	27	50	0.3721	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Glomeraceae	0.926	0.6015	2513	18	50	0.3979	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Herpotrichiellaceae	0.96	0.4545	3897	21	50	0.2566	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Hyaloscyphaceae	0.984	0.6393	2663	31	50	0.3755	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Teloschistaceae	0.968	0.5216	2708	93	50	0.2578	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Mollisiaceae	0.993	0.6443	1349	11	50	0.6279	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Amylocorticiaceae	0.901	0.9077	619	14	50	0.7431	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Fomitopsidaceae	0.981	0.5428	1203	27	50	0.4032	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Stictidaceae	0.929	0.6383	244	19	50	0.2705	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Sarcoscyphaceae	0.92	0.7414	254	11	50	0.3268	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Magnaporthaceae	0.965	0.7096	595	20	50	0.3462	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Bolbitiaceae	0.944	0.5512	1108	11	50	0.5749	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Didymosphaeriaceae	0.97	0.5553	2046	33	50	0.2322	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Plectosphaerellaceae	0.994	0.679	1549	26	50	0.399	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Lecanoraceae	0.95	0.5144	1570	21	50	0.5389	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Xylariales_fam_Incertae_sedis	0.952	0.8058	582	29	50	0.5292	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Ophiostomataceae	0.966	0.7719	1690	16	50	0.4107	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Dermateaceae	0.984	0.683	1065	20	50	0.4329	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Diatrypaceae	0.993	0.4627	1190	18	50	0.2227	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Dothideaceae	0.989	0.6563	352	10	50	0.3864	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Saccharomycetaceae	0.944	0.8707	3123	21	50	0.3202	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Schizoporaceae	0.824	0.5034	1470	14	50	0.4088	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Polyporales_fam_Incertae_sedis	0.965	0.723	858	35	50	0.1981	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Albatrellaceae	0.963	0.7	212	10	50	0.4623	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Ajellomycetaceae	0.964	0.8751	428	10	50	0.6192	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Lentitheciaceae	0.967	0.7942	486	14	50	0.5844	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Rickenellaceae	0.949	0.6993	664	10	50	0.4367	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Dictyosporiaceae	0.891	0.672	255	14	50	0.2392	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Cordieritidaceae	0.917	0.7165	63	14	50	0.1746	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Stereaceae	0.983	0.6784	893	16	50	0.5207	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Microbotryomycetes_fam_Incertae_sedis	0.903	0.888	351	14	50	0.4473	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Lophiostomataceae	0.882	0.677	530	23	50	0.717	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Ascomycota_fam_Incertae_sedis	0.928	0.8479	361	51	50	0.241	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Gnomoniaceae	0.994	0.3392	829	28	50	0.2461	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Lichinaceae	0.722	0.9039	95	12	50	0.3684	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Teratosphaeriaceae	0.986	0.4651	1778	63	50	0.2087	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Physciaceae	0.967	0.5476	996	18	50	0.2681	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Meruliaceae	0.947	0.5263	1323	21	50	0.4641	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Cenangiaceae	0.946	0.6865	114	12	50	0.1579	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Pannariaceae	0.945	0.7925	487	24	50	0.4312	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Corticiaceae	0.94	0.8	545	13	50	0.5853	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Pleurotheciaceae	0.925	0.8919	258	12	50	0.4612	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Celotheliaceae	0.967	0.6484	280	11	50	0.6179	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Teichosporaceae	0.918	0.7323	68	10	50	0.6471	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Pucciniales_fam_Incertae_sedis	0.904	0.8923	102	10	50	0.5784	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Sympoventuriaceae	0.7	0.6294	849	21	50	0.4464	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Tubeufiaceae	0.982	0.4251	599	40	50	0.202	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Diploschistaceae	0.901	0.9496	146	14	50	0.7397	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Capnodiaceae	0.967	0.5599	193	12	50	0.2953	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Tympanidaceae	0.974	0.5773	277	14	50	0.361	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Roccellaceae	0.93	0.6477	438	20	50	0.4909	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Pleosporales_fam_Incertae_sedis	0.904	0.899	145	26	50	0.3241	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Pilocarpaceae	0.901	0.601	171	13	50	0.6725	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Arthoniaceae	0.783	0.8205	44	10	50	0.4773	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Auriculariales_fam_Incertae_sedis	0.764	0.9518	329	20	50	0.4316	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Sydowiellaceae	0.969	0.8228	37	12	50	0.1892	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Chytriomycetaceae	0.923	0.9459	202	12	50	0.5396	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Halosphaeriaceae	0.763	0.8151	181	22	50	0.4972	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Chaetothyriales_fam_Incertae_sedis	0.913	0.6189	87	10	50	0.4713	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Microthyriaceae	0.7	0.9675	79	11	50	0.4557	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Neocallimastigaceae	0.975	0.5923	283	19	50	0.2049	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Anthracoideaceae	0.934	0.7178	70	16	50	0.2714	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Chaetothyriaceae	0.963	0.6228	40	11	50	0.375	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	All	0.969	0.4812	20000	2749	50	0.0034	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
family	Agaricales	0.968	0.3842	20000	48	50	0.0416	unite2024ITS1.unique.family.fasta	unite2024ITS1.unique.family.classification
family	Russulales	0.925	0.8177	4307	12	50	0.2322	unite2024ITS1.unique.family.fasta	unite2024ITS1.unique.family.classification
family	Diaporthales	0.982	0.738	4602	31	50	0.2173	unite2024ITS1.unique.family.fasta	unite2024ITS1.unique.family.classification
family	Hypocreales	0.988	0.3825	8732	20	50	0.1145	unite2024ITS1.unique.family.fasta	unite2024ITS1.unique.family.classification
family	Polyporales	0.982	0.4247	9684	20	50	0.1033	unite2024ITS1.unique.family.fasta	unite2024ITS1.unique.family.classification
family	Pezizales	0.871	0.6164	8350	19	50	0.1198	unite2024ITS1.unique.family.fasta	unite2024ITS1.unique.family.classification
family	Pleosporales	0.967	0.5175	15130	86	50	0.0661	unite2024ITS1.unique.family.fasta	unite2024ITS1.unique.family.classification
family	Lecanorales	0.945	0.5841	4992	18	50	0.2003	unite2024ITS1.unique.family.fasta	unite2024ITS1.unique.family.classification
family	Amphisphaeriales	0.969	0.6684	3108	16	50	0.3218	unite2024ITS1.unique.family.fasta	unite2024ITS1.unique.family.classification
family	Helotiales	0.985	0.3928	13634	41	50	0.0733	unite2024ITS1.unique.family.fasta	unite2024ITS1.unique.family.classification
family	Boletales	0.943	0.6699	6775	17	50	0.1476	unite2024ITS1.unique.family.fasta	unite2024ITS1.unique.family.classification
family	Saccharomycetales	0.763	0.4736	7834	15	50	0.1276	unite2024ITS1.unique.family.fasta	unite2024ITS1.unique.family.classification
family	Mucorales	0.761	0.7345	4210	13	50	0.2375	unite2024ITS1.unique.family.fasta	unite2024ITS1.unique.family.classification
family	Sordariales	0.983	0.4866	4519	12	50	0.2213	unite2024ITS1.unique.family.fasta	unite2024ITS1.unique.family.classification
family	Dothideomycetes_ord_Incertae_sedis	0.662	0.9185	268	13	50	0.3769	unite2024ITS1.unique.family.fasta	unite2024ITS1.unique.family.classification
family	Xylariales	0.97	0.5432	4614	22	50	0.2167	unite2024ITS1.unique.family.fasta	unite2024ITS1.unique.family.classification
family	Tremellales	0.925	0.6545	4320	11	50	0.2315	unite2024ITS1.unique.family.fasta	unite2024ITS1.unique.family.classification
family	Pucciniales	0.925	0.799	2203	21	50	0.4539	unite2024ITS1.unique.family.fasta	unite2024ITS1.unique.family.classification
family	Rhizophydiales	0.863	0.735	761	18	50	0.4665	unite2024ITS1.unique.family.fasta	unite2024ITS1.unique.family.classification
family	Capnodiales	0.928	0.8918	265	10	50	0.7396	unite2024ITS1.unique.family.fasta	unite2024ITS1.unique.family.classification
family	All	0.933	0.46	20000	740	50	0.0054	unite2024ITS1.unique.family.fasta	unite2024ITS1.unique.family.classification
order	Agaricomycetes	0.924	0.5688	17122	24	50	0.0584	unite2024ITS1.unique.order.fasta	unite2024ITS1.unique.order.classification
order	Sordariomycetes	0.964	0.5529	15247	47	50	0.0656	unite2024ITS1.unique.order.fasta	unite2024ITS1.unique.order.classification
order	Eurotiomycetes	0.948	0.6153	5424	11	50	0.1844	unite2024ITS1.unique.order.fasta	unite2024ITS1.unique.order.classification
order	Dothideomycetes	0.925	0.5634	11740	43	50	0.0852	unite2024ITS1.unique.order.fasta	unite2024ITS1.unique.order.classification
order	Lecanoromycetes	0.95	0.5362	8421	23	50	0.1188	unite2024ITS1.unique.order.fasta	unite2024ITS1.unique.order.classification
order	Leotiomycetes	0.935	0.5247	4601	11	50	0.2173	unite2024ITS1.unique.order.fasta	unite2024ITS1.unique.order.classification
order	Rozellomycotina_cls_Incertae_sedis	0.5	0.8748	1770	14	50	0.565	unite2024ITS1.unique.order.fasta	unite2024ITS1.unique.order.classification
order	All	0.945	0.4717	20000	278	50	0.0116	unite2024ITS1.unique.order.fasta	unite2024ITS1.unique.order.classification
class	Basidiomycota	0.862	0.6898	10511	22	50	0.0951	unite2024ITS1.unique.class.fasta	unite2024ITS1.unique.class.classification
class	Ascomycota	0.933	0.4097	11881	24	50	0.0842	unite2024ITS1.unique.class.fasta	unite2024ITS1.unique.class.classification
class	Chytridiomycota	0.643	0.6803	3573	11	50	0.2799	unite2024ITS1.unique.class.fasta	unite2024ITS1.unique.class.classification
class	All	0.858	0.5602	20000	85	50	0.0314	unite2024ITS1.unique.class.fasta	unite2024ITS1.unique.class.classification
phylum	Fungi	0.624	0.6264	9647	19	50	0.1037	unite2024ITS1.unique.phylum.fasta	unite2024ITS1.unique.phylum.classification
phylum	All	0.624	0.6264	9647	19	50	0.1037	unite2024ITS1.unique.phylum.fasta	unite2024ITS1.unique.phylum.classification
